id,Model,Display name,Hugging Face developer id,Version release date,Notes,Link,Aider’s polyglot benchmark,OS World (Screenshot),LiveBench,Balrog,The Agent Company,AidanBench,WeirdML V1,WebDevArena,SimpleBench,Factorio Learning Environment,HCAST,RE-Bench,MCBench,VendingBench,METR horizon lengths,Cybench,Lech Mazur Writing,TEMPLATE,GeoBench,Fiction.LiveBench,CadEval,VPCT,HellaSwag,OpenBookQA,WinoGrande,MMLU,BBH,TriviaQA,autoadvexbench,Terminal Bench,BrowseComp,OSUniverse,VideoMME,GSO-Bench,GSM8K,CommonSenseQA 2,SuperGlue,LAMBADA,BoolQ,PIQA,ARC AGI,Adversarial NLI,ScienceQA,DeepResearch Bench,WeirdML V2,ARC AI2,EnigmaEval,VISTA,ToolComp,Has external benchmark result on hub (WIP),TEMPLATE copy
llama-3.1-nemotron-70b-instruct,Llama-3.1-Nemotron-70B-Instruct,,nvidia,2024-12-18,"Knowledge cutoff date is December 1, 2023, according to https://catalog.ngc.nvidia.com/orgs/nvidia/teams/nemo/models/llama-3_1-70b-instruct-nemo.",https://huggingface.co/nvidia/Llama-3.1-Nemotron-70B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
phi-4-reasoning-plus,Phi-4-Reasoning-plus,,microsoft,2025-04-30,,https://huggingface.co/microsoft/Phi-4-reasoning-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,rec4BzCAXjMqcUFWw
mistral-medium-2505,Mistral Medium 3,,,2025-05-07,,,,,,,,,recGySUrUMJckwYaV,recT6aoJlcWcMufso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec7YldRnwCdG7X3Y,,1,
Qwen3-32B,Qwen3-32B,,Qwen,2025-04-29,,https://huggingface.co/Qwen/Qwen3-32B,reca01Mic02m68RtO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recMALFWwwE9SZZ9M,,,,,,,,,,,,,,,,,,,,1,
ml-elephant,,Zoo Ml-Ephant,,,,https://zoo.dev/machine-learning-api,,,,,,,,,,,,,,,,,,,,,recHen3pRfSp2ljo7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
grok-3-mini-beta_medium,Grok-3 mini,,,2025-04-09,,,,,,,,,,,,,,,,,,,,,,recCtye3NGebPCPb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-2.5-pro-preview-03-25,Gemini 2.5 Pro,Gemini 2.5 Pro Preview (Mar 2025),,2025-04-09,"Knowledge cutoff date is January 1, 2025, according to https://web.archive.org/web/20250000000000*/https://developer.box.com/guides/box-ai/ai-models/google-gemini-1-5-flash-001-model-card/.",,,,,,,,,,,,,,,,,,,,,recH0VvFyZFwdVAJM,recIwzxtVNgzTR2iZ,recbwV5ELYHiGvFL7,,,,,,,,,,,,,,,,,,,recGhSAAXTywTt6ks,,,,,,,,,1,
Pixtral-12B-2409,Pixtral 12B,,mistralai,2024-09-17,,https://huggingface.co/mistralai/Pixtral-12B-2409,,,,,,,,,,,,,,,,,,,rectZf8KZ5UNsoaMx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec17KmifCxjv6XGN,,1,
claude-3-7-sonnet-20250219_15K,Claude 3.7 Sonnet,Claude 3.7 Sonnet (15k thinking),,2025-02-24,"Knowledge cutoff date is likely November 1, 2024, the same as that of claude-3-7-sonnet-20250219, according to https://docs.anthropic.com/en/docs/about-claude/models/overview.",,,,,,,,,,,,,,,,,,,,recavCfmmQ6tMEwtu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-2.5-flash-preview-05-20,Gemini 2.5 Flash,,,2025-05-20,"Knowledge cutoff date is January 1, 2025, according to https://ai.google.dev/gemini-api/docs/models.",,recrFVqz2K5yPiBwr,,,,,,,,,,,,,,,,,,recdQQcryv5aailik,recRrMD11LH6hyqH3,,,,,,,,,,,,,,,,,,,,,recRaEsoFzvHSY2ds,,,,,,recp51ljsJDsjceEt,reclYkoIRxcjqCkIO,,1,
claude-opus-4-20250514,Claude Opus 4,,,2025-05-22,,,recRkLNIObleDWFSd,,,,,,,recDMjkTx9oZNAOzz,,,,,,,,,,,,recplw5R3L8qJpXOV,,recJ544ON0UcQQyf3,,,,,,,,"recJ3nXlRqC9WnAG2,rec0IOb2BpGeKVaId,recbRNdqIyuCL4Ft2,recSYwcb4O8UFSLcT",,,,recth4YmbJGhtEeae,,,,,,,recU2yBBdPh7FDErC,,,,,,"recRIVkcIrxlepi8f,recPNkjDIwKpzGJLD","recfli5oRRbP1VLev,recPgkC1GDpbQAuG2",,1,
claude-sonnet-4-20250514,Claude Sonnet 4,,,2025-05-22,,,recPP5f3NBfwjlXKY,,,,,,,reciI0uZdChhyGrUw,,,,,,,,,,,recc6aFqMfrhbx2q0,recypVCUSuzvpsExW,,recGWkeppRnxmGMKI,,,,,,,,"recSkVDPx6rtq4E2s,rec6wmJqssZgjwxpw,recqxf2Cu2L8JBwhj,recWCekkW8mdwUF80,recakYs6u3cqPpwnu,recXLxSONdDMtSY6a,recHId0RMDNk0pJix,recSKBZK17D2Fn7eq,recTrSFpMh1Pvimpg,recHy8QKK7PoDySko,recvP8nuaZ3GC9dxF",,,,"recCMHpSUHUw7MhjQ,reccmXojGYu62lm8p",,,,,,,recXVePhVjOhYoNSC,,,,recKsN4DgMnrJJqHR,,"recmubggwEObd3FUh,recA0VKpxLCT8ICVO","rec1MioisNRHWf3Zm,recLUTRK2B7oZLrwJ",,1,
claude-opus-4-20250514_32K,Claude Opus 4,,,2025-05-22,,,recardEOKRehXXmpU,,,,,,,,,,,,,,recjchvjch6vUVmzs,,,,rec9ARZdPBfnWVjCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-sonnet-4-20250514_64K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
claude-sonnet-4-20250514_16K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec00IX4WEZ6XvDQd,,,,recuIpEzqzmBXSuu5,,,,,1,
claude-opus-4-20250514_16K,Claude Opus 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,recR0EgymqTMRoVGM,,,,,,,,,,,,,,,,,,,recpPgRxRuNQ6MJbU,,,,recb7bIHY4oRuegzM,,,,,1,
claude-sonnet-4-20250514_32K,Claude Sonnet 4,,,2025-05-22,,,rec9HZAmeUiTJn1pl,,,,,,,,,,,,,,recueBmSBs2QlEWPm,,,,rec633RXeiU9CsPRR,,,"recw9Cr5pR8QbSQVR,recrmiGtrPRhwTMKi",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-sonnet-4-20250514_59K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
claude-opus-4-20250514_27K,Claude Opus 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Llama-2-7b,Llama 2-7B,,meta-llama,2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,"recLoCMBOHteyqSFV,rec18ziKAqmhepn9d","rechy2nFTpVEj0Qno,rec9Y2UBqoSRQvHDn","recEkDlzbxAaHusuf,rechilCTigqP9uXxA,rec6mSfCZRnko6k95","receYgtoMItZ5byvT,rec8cJlYZZHD6DliH,recQtVvlLn7Mwe42i,rech0sV4TGdAsCGBx,rechfMlLcdL4d6JYV","recjadyR0KerqJKuo,reclRzjJVPPiU3zg8,recorz7iAu0wehUWu","rec3x5YjE2OF68lfJ,rec3QdcfMo7naAw5B,recCatGFAGRahbmdQ,recB9XYISuhZ0mvnt,recx2RC7OcrgdI4q1",,,,,,,"rec1iVL6AnUBdhAMO,recalDZW02BuhxxDe,recUQV5eq2Y7i9TTm,recRTtTwROe3kxBBb,recQl93FcUulVDpYh,recNitTxcPAdpzITH,rec5XefgMSdMfybiu",,,"recU0DvIGj0Cx7FUc,recrz4vp9TeQDMijg","recqrWI0B1Ddw0iFT,recjT2p6s5emF8ljV,reczARKbf0v4uqrJ7,recG4WRS5BghAvk6Y,rec0J7W0GcCwspbI5,recqU7IALE6TynEe2","rec1xnVLr7TTueuek,rect8NgxFMui2UBT9,recneSbTW5OeVjC1z,rec9pWZJyyC5cl7TQ,recaUCCpOTwgqm0Qm,recGIEisHrwAWU2xV",,,recst4vtvBflTNIt5,,,"recuJuGMJDq55ts5K,recMlVcLfzfIeByw5,recCVgWGnaJ4pJcjb,recYond491moEZsn0,recMgIDIjScfAKlAK,recSNV2YipA1bob60",,,,0,
Llama-2-13b,Llama 2-13B,,meta-llama,2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,rec3jliHk20I9fwvl,recCV5qTv8V9ymqeW,"recdNf2o3JtJPXmKH,recqBhxwgsUhCNmVj,reczujVPa7Ol17Ep3","recm3ckG9rQdlSf3G,recHeILlp9WyfKuQk,recAtLiMOQMukjkr4,recQabHfvgaByHw50,rec4FrJ61uDhzqdol,recQpivyiHncdya7p","recLcZqVyAA4OEgfQ,rec5TUJ5B5b5jcApF,rec7clZdHcyLSzBWa,rec1PIPJMsc2vzPQA","recFncBMpsvN2mFPe,recCxf9PmXq2B1Tgv,recbu9TKWP3KR1Zlu,recMqqlRlGjkDv2qu,recp8ob2tSNVHQ3xu",,,,,,,"recpxfs0xcllEJeu8,recZfU3XHlvMu46sP,recjXiUynLVUcfghM,recqEMuNOspyhcIMc,recci7OCQPpd5JeXn,rec87oNIjkEeALpVG,recnufr3ybafoxuxD",,,"rechMH4HPGuohVfC6,recVe2Wo6SWeUqwfw","recRE7Bx5SvbT0CeF,recwePxenE1s2MEDc,rech3JdcTT3kv3qu5,recPkoBqZap7jXzgB,recTu0x07WmvoVj5H","recIN14fg5Z6cb0Dy,recK6uOl6du0fRDlX,recgjPq9v01M3wvTo,recCgq5kWGQ8RBlfe,recahE13EYTo3Wo1s,recnLKoW7dq4Du1kv",,,rec4f1Hv3tHKZwpM3,,,"recF3fmFjfDHG8vQC,recvbbV1ndfleEaFI,rec4odRrMQ8MiCOBG,recxm6VEU7XA7OetW,recZUkL7VensCpe7G,reccokU2BaZ83v8sC",,,,0,
gemma-2b,Gemma 2B,,google,2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,recBqQ9CYxvNxJKHn,,recAROl6cvkyIz2XU,recFxjYqOdtTFaKbb,rec6WR9YbYjnhvHbQ,recLZAYwaYmir4fkG,,,,,,,recYegDkHsIh69wUi,,,,recL1IR83icoHlfOo,recJxRvElA0WHGRBp,,,,,,recQD5p42nBSC7DhU,,,,0,
gemma-7b,Gemma 7B,,google,2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,"rec1YZRNwjqtYEQgE,reczjwjnz8igKpnEi",recDm6xAaA2hOyE18,"recVCwFxC4Uz2gxlu,recQOKrVhA7MxaYqV,recK1nMPSyPQhO9AS","recVGRLvxWiFAKPkj,rec9XaJ2TmQNbln0Q,recw9AShxMdslSHLM,recZ4bWHun8k676qr","recQewDuedNzOm3m5,recAL9kUMxLJLFs1G","recUuVZqNjnF8nZ5p,recxcFhfalF9shRhu",,,,,,,"reccmnrR6t9A5tbfZ,recgxNHJ9ndu3AnUb",,,,reczCGCIi9ogRGKSQ,"recjJz03ZH5MPEkVX,recQvIlDdbnoPnv0d",,recSFslZ5tfOvhcrj,,,,"recnxE0Ob3qfuAUIo,reccsBnBbU3vLIlXL,rec9mwOSlc5EhlJyP",,,,0,
Yi-6B,Yi 6B,,01-ai,2023-11-02,,https://huggingface.co/01-ai/Yi-6B,,,,,,,,,,,,,,,,,,,,,,,recrDBkh4IHJOxHX3,,recHcfsJvgD1v3Za1,"recQDuDGOq1wY5Ouj,recGm5EDNDIETSYi6",recrxjTojfWuyFdm1,,,,,,,,recA2Ili8KeePjYZs,,,,,,,,,,,recBDxFxuSKRTNMCm,,,,0,
claude-1.3,Claude 1.3,,,2023-04-18,,https://x.com/AnthropicAI/status/1648353600350060545,,,,,,,,,,,,,,,,,,,,,,,,,,"recMiCaKbG8RgAL4z,recwIQ8Mq5bF9pkt0",,recqOhSu3mm8qtu8u,,,,,,,,,,,,,,,,,,,,,,0,
qwen1.5-32B,Qwen1.5-32B,,Qwen,2024-02-04,,https://huggingface.co/Qwen/Qwen1.5-32B,,,,,,,,,,,,,,,,,,,,,,,,,,recpbIA4MZ2d0bMHo,,,,,,,,,,,,,,,,,,,,,,,,0,
qwen1.5-14B,Qwen1.5-14B,,Qwen,2024-02-04,,https://huggingface.co/Qwen/Qwen1.5-14B,,,,,,,,,,,,,,,,,,,,,,,,,,recgNYd9sZSHzqlh3,,,,,,,,,,,,,,,,,,,,,,,,0,
mistral-medium-2312,Mistral Medium,,,2023-12-11,,https://mistral.ai/news/la-plateforme,,,,,,,,,,,,,,,,,,,,,,,,,,rec24Dl5sNevybHc0,,,,,,,,,,,,,,,,,,,,,,,,0,
mistral-small-2402,,,,2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,recKStU0sPWNiLWCM,,,,,,,,,,,,,,,,,,,,,,,,0,
Qwen1.5-7B,Qwen1.5-7B,,Qwen,2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,recFmlmIXPZeKd0uT,,,,,,,,,,,,,,,,,,,,,,,,0,
Llama-2-70b-hf ,Llama 2-70B,,meta-llama,2023-07-18,,https://huggingface.co/meta-llama/Llama-2-7b,,,,,,,,,,,,,,,,,,,,,,,recX2iDmTM7fmBQcr,rec8fmtGNMDa9AbnI,recaurFL0h5T9Whbj,"recEQPQjoxax64ZSN,recOpGv66pVIzJc2y,recCIOv8PV47XWiXE,recvvZSkhoBXMrVwo","recSGabK4Sqv5tGq4,recubgr9UF2uUXY3E","recSXmx6Jt3xz96O1,recBs16PqLYX6M8Ct,recu7hSGTkBIUK6uz,recaPm1UihmalxzSJ,recrVtUWFAXNf8Px7",,,,,,,"recXJZtKCyb4P4SVF,recOJI8uhjSL51VhF,recFypD2efi4otQCy,rec087bDThmBmUa7C,rec9b94BalsIQe0HQ,recETvjYPiBguB7sr",recdvV2jdEN8V6o76,,"recoEvP3kjsU0RhfV,rec0O43m1j1P0bghs","rec0UwLPLa3ZNqSaH,recBQdP8b3eIHdgG6,reciadFY9H9wkmY3z,recbiZ4NS4ck3z8RR","recoepOMA4acXl4mG,rechTvbEmR1HjwNVJ,recF6goVanGsXhTuS,rec4hpg6dNmNaM2ao",,,,,,"recsMnkbkzX4mZGhQ,recCunGxbV5MxvAIQ,recZnTdIuD44Xt6sD,recWxdEsOORwjod7s",,,,0,
DeepSeek-R1-0528,DeepSeek-R1,DeepSeek-R1 (May 2025),deepseek-ai,2025-05-28,,,recRvk7ngoGy8aCj2,,,,,,recGTdVzqaoV2kr5k,recoxpFCpzEImK5i4,rec345Y86bjDNWZmV,,,,,,recasKfxLMpd8pTjF,,,,,,,,,,,,,,,,,,,,,,,,,,recsscdqM4qvGHGT3,,,rec8Lh9Jnh2v0o4mA,reckSuCYFJ6a1ksrw,,,,,1,
Qwen2.5-Coder-0.5B,,,Qwen,2024-09-18,,https://huggingface.co/Qwen/Qwen2.5-Coder-0.5B,,,,,,,,,,,,,,,,,,,,,,,recKJQ9e6G5eR4LY9,,recUhmmH8qA5xRclp,recA0z9ynBjuFVr0i,,,,,,,,,recriWzkW7RWIJpUI,,,,,,,,,,,recj6fIwM4g5QhZPo,,,,0,
Qwen2.5-Coder-1.5B,Qwen2.5-Coder (1.5B),,Qwen,2024-09-18,,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B,,,,,,,,,,,,,,,,,,,,,,,recJ6JRT9b7jqkffL,,recO1g2UPif64BQXO,recsb2ABruR7vDJyc,,,,,,,,,recIikbIv1ZKuCk4E,,,,,,,,,,,rec7OCOx9wHGEaQoJ,,,,0,
Qwen2.5-Coder-3B,,,Qwen,2024-09-18,,https://huggingface.co/Qwen/Qwen2.5-Coder-3B,,,,,,,,,,,,,,,,,,,,,,,recIljwSiqroHuB4D,,recPKH8NBSdyoeNF7,,,,,,,,,,reccwWD5uXqA4L3aV,,,,,,,,,,,rec50W2CfGuH4w5Uy,,,,0,
Qwen2.5-Coder-7B,Qwen2.5-Coder (7B),,Qwen,2024-09-18,,https://huggingface.co/Qwen/Qwen2.5-Coder-7B,,,,,,,,,,,,,,,,,,,,,,,rec7vcmFtc4HEyNvG,,recsRQvpUY7AtRA2v,recot1Px8adoUoPs3,,,,,,,,,recvzqMLC4OK292e5,,,,,,,,,,,recXIKMqsRclf2Qql,,,,0,
Qwen2.5-Coder-14B,,,Qwen,2024-09-18,,https://huggingface.co/Qwen/Qwen2.5-Coder-14B,,,,,,,,,,,,,,,,,,,,,,,recJnaCHTOREy7sKU,,recWCbZW93Xb7mgLW,recXLZnQpE0oht07R,,,,,,,,,recE8WEXVD6mou9Pa,,,,,,,,,,,recoOOluDbZTCxEFb,,,,0,
Qwen2.5-Coder-32B,Qwen2.5-Coder (32B),,Qwen,2024-09-18,,https://huggingface.co/Qwen/Qwen2.5-Coder-32B,,,,,,,,,,,,,,,,,,,,,,,recxMCtl8GTjOanHW,,rec8gc150DTSOhEKr,"recFedHhPHlgqWxpq,recgIGiZ5lVnVM7rT",,,,,,,,,recOpZnC24j98jgDQ,,,,,,,,,,,rec3ZJZr9FPPsNCST,,,,0,
Qwen-7B,Qwen-7B,,Qwen,2023-09-28,,https://huggingface.co/Qwen/Qwen-7B,,,,,,,,,,,,,,,,,,,,,,,,,,recZMyuEA1HyQDC9A,"rec6aaTYSwDqfD2sO,reckyn9rrrmjmrV6z",,,,,,,,"recJXNf2osPIVcVJ1,recJ2BKu4GfbEnMOX",,,"rechdx8dakBhmNq77,rec4HYw9Hi7O5f0C3",recoOIXstoGV17NnV,recGbe9gweaWdaQek,,,,,,recGHH7EGCn0ZpKha,,,,0,
Qwen-14B,Qwen-14B,,Qwen,2023-09-28,,https://huggingface.co/Qwen/Qwen-14B,,,,,,,,,,,,,,,,,,,,,,,,,,"reci4VBEctqPF5t2B,recbr9lo3CeOOBkvY","recv5qI392enMRudT,recKyeOiSeuHe7mjt,rec8lvLyj6LfxLcTT",,,,,,,,"recAv3zIYd8lTYBBs,recHeOf9hsuMTB0Nt,recLeeSk6utRh8JlP",,,"recNTDzKb9IjM2007,recn5IxI2fxa7AR5f",recMLnbsklYmrgR72,"recrb6Z8mgHAvK4WU,recBuu3qDHZsvO1PL",,,,,,"recb3dKzs466t5yxc,recPlkIgHY3AIp4VA",,,,0,
Qwen-1_8B,,Qwen-1.8B,Qwen,2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,recJEnP48cP1MNsrP,"recwEiyaFKdx0PezD,recVIooB7cvf68T0j",,,,,,,,recKJ9LXmZvEkfVBk,,,"recC7agcItthoBTMw,recgB9JIq6NldBDrd",recdNVDZXTh5DKble,recRKZzksugdKpDPC,,,,,,recTH4MZO44wHEljJ,,,,0,
PaLM 540B,PaLM (540B),,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,"recDP6AFPqvGUU7ko,recZj2LOfHy2dxU3Y,recMqMvo2ZR5xB7Td","recvoaYztvUBvsqKw,reczsCmGsOF2cuiTX,recUDUft5bxQOJL2u,rectKDDJrAzsuBGK9","recWVCWC5EMRDNSgL,rec55d9FyJAq5fQhK,recx099eSrOmwL3QU,recI8uxkEPA3KQdbm,recAD31ZnGeO3eOwm",recq6tXUJ4hdJZHiK,,"recjb3O3PZmDHTwPt,recrfwOWCS1C7TstM,recQGR1k0JWfvm4YO",,,,,,,rec0taUYKp9iVVfCD,,,recbH5Bhjf8PSH14k,"rectUVBLNget8omGA,recRhDl4Z6NbPmtxb,recmmwz1UjW3jHsyr","reciBD1ZNJdnqq65W,recyNe5nwU6obKot5",,,,,,"recbeIMXP2c5ukqiJ,recoZOE4lE6gjLj0D,reccXZcXgV6vDCk2y,recPA0ga3kjdYrNvX,rechw4k0fmZIGuIGv",,,,0,
LLaMA-7B,LLaMA-7B,,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,"recjYC87LW5FsDXJe,recIgJOQCzWeRSNU8,recLOfEzuA2K0aFdy","recrGbCP8SmW1H1fQ,reclLod1NhMDGa7DH,rec9Kg010w6BBE51L,recK8s6dic5FAPA4W","recmWn1dhJq25abBB,rec7Ph7OFjE8lEJHt,recIMvkFXTo2hwuhs,recnremIrBRActHkF,recHZxb3yRFkZMu5a","rec43wZbfZGjTvUxq,reciRq6HujhO9z9nl,recpktJbxIumcFneG,recOK4kloLRVBYWyC,recXt1b7mmd7pBCEN,recyV0OffUnewduYa,reck2fsCW8rwEIBV3","recigmBKoJgg9WY2a,rec9x2hh5bO75waHt,recbBaZ80LOgi2XOG","recCLEbg8Fr5L4iUB,rec8GQLFVuPKD6gyb,reclnkTiXtySsU5iU,recm141PCpwLC6YtJ,rec8VC85NYcvUmEEb,rec2LNih9QFLaecPj,rec5trLGrVUUU8h9s,recGEjtYDWobf8nrj",,,,,,,"reczTfwmbEvxPqfHI,recMklFp5jpk1l1Dr,recTfzfAsGKOt9prx,recUCtsCjtPJ6tU2S,recrWri4a3tjHHdlF,recyIqPH1anVacKat",,,"recXxy43JUGK2jPzL,rec874oZp2QZs6G61","recpwKBXvQCelNvqc,recb9Gg4qx25jTl8T,recWJYo2XN4WQclvW,reczhmMSNPZ9EJiyg,recwSmbQFWdIq6oNj,recge42MZtxHObbhV","recHMsC136QYPMTA3,recqCeWBr36yASU0m,rec9VBfbQaSSc1u22,recsdhbPxzYLRRtjg,recp7DP6kLNhpXBvf",,,recOWTFKlhYYIQazU,,,"recNvbTr84ONFah46,recfekftkllVQjldP,recG8mIav5orjHdDC,recH3a6zzXMsqvy9U,rec96oGAR33iueEEJ",,,,0,
LLaMA-13B,LLaMA-13B,,,2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,recltSGk7UqgYJQGD,"recNZ8YEViePx57jx,reconY997ubXRO6oG","recpYeKQZjkeJmFjK,recT2f8OQfNtIgwue,rechN7puQcuTcXy3a","recvzXv36THWKaBgb,recN0xjCpJlAJpL3g,recIiOs7bTAVwyNpa,recC5kLFkYdywVLTE","recn0VFcI3UQDghGP,recVjjfDkF3dxSUAL,recDxU7yqbO95fPBY","rec2WVnSxDCxf1TaT,recRwFCEXvySQabBx,recxTxb1Z8P7JOZv9,recb5fYdoFf6gvCeq,recaX2Uhmvyw9wvhN,rec5ASfpNuRqmCRrk,recJV7XYKa7kWSPU1,recJ8krqb6kapQNSk",,,,,,,"rec376aACcpELpmU8,recmVk4n0ii6xMABS,rec6vcGiZs6MASzjr,recLX4SpBZawYMjNC,rec9PV4HA7E8YFgMJ",,,"recWRJ7s4P8mK4b3y,recgQDXaNeJ8VWV3x","recE0zMVHow2T8FrJ,rec8uZxM89GP1el28,recD09aNkSfpjpNGd,recgnN499a9fPoAEL","recXKa35srTYRSqea,rec55TMC1fSIbgbpL,recl6sqNICNc9xkt9",,,reckv5UwxSlzuqqxU,,,"recOtuOh1YwJucfwl,recTN8LK88YmYWoJe,recCVeGPJ1aSElADj",,,,0,
LLaMA-33B,LLaMA-33B,,,2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,recSk7gas28ZeRmQV,"recBLnNexGcpsQ3Sq,rec5Gi0O64VhoK4OT","recBt1SpsffLcrMS9,recJAkorJg8DBb8w6","receAb9h5D57B0gYh,rec3LN7X83bnNLYmy,recvQI3hl09uCHYs8,rec8UiAKlK7vPondE","rec43eD7SvXQ5Dzq4,recsGL3NirdzuPYxz","rectI7ZO1EbE1psOu,rec8onltex0qQybgU,rec4UT13sFHK39weH,recbxBZXIp802OvtJ,recpBHyQn5yoic5UD,recGlW4KYaVMMt6p6,recwHiE8DvowuL4XI,recnsnupizKu5Yg1D",,,,,,,"recftyEtwpgppPQJY,recSODAewQMPlTkes,recMypFW0m9QPk4fN,rece7m5HNbcs75EDJ,recxheW0e7qyWPJSI",,,"rec1P4zL04qfPtmrX,recSSkgQnDpJ9KDZ5","rec82RLAgLSGjWYqo,recwJIq7xykbFffHt,recTV8p9ldsizwhxf,recFao7zOzUGLtIjN","recXN4J1Jsj6CbzV2,recN2M5oOIzl0ODKF,recJX0keNAJ7aeMtF,recysRWV09WKs2EW7",,,,,,"recoTYayUgTAlaU57,rec5EHyTp1YUNUlIV,recIDEycNEywpwdkf,recRd4cheNnjH84Mj",,,,0,
LLaMA-65B,LLaMA-65B,,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,recbhMjETLxddNfTo,"reczH9kpD4IpqjPk1,recg3MS1UPXaX6Gdw","recKKmmLkXD2Vjn2e,rec7MyukTwpdy8CSL","recRL4emx0yUKHstE,rec1vmtLgykjCiHqG,rec9IhkT5TRasgNag","recSRK6t1MK8dM2dx,recEPEBlWR8m0MZrr","recvGyvO0ekg8Xnyf,rec9BGXGx4cOBdEgJ,recpk7XDG6nKdNpIg,recWNmgYCvQokgf0f,recH0bUglM0szsv3e,recys1yf6UaLOaiii,recglHj9DVjwTu3Zp,rec5qM6IHhVkLP5Mw",,,,,,,"recroBXEiAHrbJ0G6,rec4NnfPf2dSIvbCy,recMComWaZ4F2sglY,rec49SYWqVvnyux3x,recr1p7aw6EXnQ1v3",,,"recfGUja0cWwBFXaA,recKARMKetCVFKMuN","recmtoGmjxfWqgb9P,reczBOxXmMvGByV42,recvFXQQ05stZUOqm,recvXX52834VbbFW3","recwOATQe7kYtlwDp,recHgNAhYhVSOtBCE,reczKzFKydRHC3Y6G",,,,,,"reclOJSyiTKHZfjyb,recBTk09y2SlTwbse,rec1kNbH3eKsesiQn",,,,0,
Llama-2-34b,Llama 2-34B,,,2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,recUq34yNFmNh5B5G,"recd4W7iTigIgk5d5,recqPFwpVlEXRAuAZ","rec4EA8N1sXX54njV,recXGb1eMBkdHVVPt,reccZ0kQv849Nx6S0","rec1c1obGEgm8UJON,recatk8RloeAtyCmo,reckPGiU6K2bnS6LD","recQWr69MKaXBNEOe,recDUk2ykCxMIEdvS,recJdaeqGegzSAa4P,rec7vgP607mIOWpG9",,,,,,,"recp9w8gDc4q84LTY,recoM9rGsGnmYfvdg,recrojyKXfVp438n3,receU4INAtymlLbDr",,,,"recfEGMnrNkXNwPPi,rechAJ1zWpe1ZCwMR","recwvOiQUvfWl8wKI,rectIlFXJFhTHN5i7,recyvBe2DxXox2gja",,,,,,"recE3lvgrGObdJyUb,recdrH9ADacP1cq1N,recCQAtSkG6833htq",,,,0,
PaLM 62B,,,,2022-04-04,"Unreleased, stand-in necessary for benchmarking",,,,,,,,,,,,,,,,,,,,,,,,,rechEbt7N3ckRpwzN,"recsfrlaaHsWLi9qx,reclQUJcaj2JrjyI8",rec9nwU5JvWa3KMNP,,,,,,,,,recdeOIkjqHvhVHBF,,,,reck42cJ26yoLKNtU,recFicEkz7OwkVWpx,,,,,,recL1vBgiMBZ5R4DU,,,,0,
Meta-Llama-3-8B,Llama 3-8B,,meta-llama,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,recJOWqocH7c9al6M,,,,,,,,,,,,,,,,,,,,,,,,,0,
Meta-Llama-3-70B,Llama 3-70B,,meta-llama,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,rec876vd5CO6jC2xx,,,,,,,,,,,,,,,,,,,,,,,,,0,
